,Sex, MaritalStatus, Age, Education, Occupation, YearsInSf, DualIncome, HouseholdMembers, Under18, HouseholdStatus, TypeOfHome, EthnicClass, Language,Class
1907,2.0,5.0,6.0,3.0,4.0,5.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,7.0
1908,1.0,5.0,2.0,4.0,3.0,5.0,1.0,3.0,0.0,3.0,1.0,7.0,1.0,3.0
1909,2.0,2.0,3.0,5.0,4.0,3.0,1.0,2.0,0.0,2.0,3.0,7.0,1.0,4.0
1910,2.0,4.0,5.0,3.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,4.0
1911,2.0,5.0,3.0,5.0,1.0,5.0,1.0,3.0,0.0,2.0,1.0,8.0,1.0,5.0
1912,2.0,5.0,2.0,4.0,6.0,5.0,1.0,3.0,0.0,3.0,1.0,7.0,1.0,6.0
1913,1.0,1.0,4.0,4.0,3.0,5.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,5.0
1914,2.0,5.0,3.0,5.0,1.0,3.0,1.0,4.0,0.0,1.0,1.0,2.0,1.0,5.0
1915,2.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
1916,2.0,2.0,4.0,5.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,7.0,1.0,9.0
1917,1.0,2.0,4.0,4.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,9.0
1918,1.0,1.0,5.0,5.0,1.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,9.0
1919,2.0,1.0,5.0,4.0,5.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,9.0
1920,2.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,8.0
1921,2.0,5.0,2.0,5.0,1.0,5.0,1.0,4.0,0.0,3.0,1.0,8.0,1.0,8.0
1922,581.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,0.0,1.0,5.0,7.0,1.0,9.0
1923,2.0,1.0,5.0,4.0,1.0,5.0,2.0,3.0,0.0,1.0,1.0,7.0,1.0,8.0
1924,2.0,4.0,5.0,4.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,8.0
1925,1.0,1.0,4.0,4.0,7.0,4.0,2.0,2.0,0.0,3.0,1.0,3.0,1.0,7.0
1926,2.0,5.0,2.0,2.0,6.0,5.0,1.0,4.0,1.0,3.0,1.0,7.0,1.0,8.0
1927,1.0,1.0,5.0,5.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,9.0
1928,1.0,5.0,3.0,4.0,3.0,5.0,1.0,5.0,0.0,3.0,1.0,7.0,1.0,9.0
1929,1.0,1.0,4.0,5.0,1.0,5.0,2.0,3.0,0.0,1.0,1.0,7.0,1.0,9.0
1930,2.0,5.0,2.0,3.0,2.0,5.0,1.0,4.0,1.0,3.0,1.0,7.0,1.0,8.0
1931,2.0,2.0,3.0,6.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,5.0,1.0,8.0
1932,1.0,1.0,4.0,4.0,1.0,5.0,2.0,3.0,0.0,1.0,5.0,7.0,1.0,9.0
1933,1.0,1.0,5.0,6.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,7.0,1.0,9.0
1934,1.0,5.0,3.0,5.0,1.0,3.0,1.0,7.0,2.0,2.0,1.0,2.0,3.0,8.0
1935,1.0,1.0,5.0,5.0,8.0,5.0,3.0,3.0,0.0,1.0,1.0,7.0,1.0,9.0
1936,2.0,1.0,5.0,4.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,7.0,1.0,8.0
1937,1.0,1.0,5.0,5.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,7.0,1.0,8.0
1938,1.0,1.0,5.0,4.0,1.0,5.0,3.0,4.0,0.0,1.0,1.0,2.0,3.0,7.0
1939,2.0,5.0,3.0,4.0,4.0,5.0,1.0,1.0,0.0,2.0,3.0,8.0,1.0,3.0
1940,2.0,5.0,3.0,6.0,1.0,3.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,6.0
1941,2.0,5.0,2.0,4.0,6.0,5.0,1.0,3.0,0.0,3.0,1.0,7.0,1.0,7.0
1942,2.0,5.0,2.0,4.0,9.0,5.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0
1943,2.0,1.0,3.0,4.0,1.0,5.0,2.0,2.0,0.0,1.0,4.0,7.0,1.0,7.0
1944,2.0,1.0,3.0,3.0,5.0,5.0,3.0,4.0,2.0,2.0,2.0,7.0,1.0,7.0
1945,1.0,5.0,2.0,2.0,3.0,5.0,1.0,2.0,0.0,2.0,3.0,5.0,1.0,7.0
1946,2.0,2.0,2.0,4.0,4.0,5.0,1.0,2.0,0.0,2.0,3.0,7.0,1.0,7.0
1947,1.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,7.0,1.0,9.0
1948,1.0,5.0,2.0,4.0,6.0,5.0,1.0,3.0,0.0,3.0,2.0,5.0,2.0,3.0
1949,2.0,3.0,5.0,1.0,3.0,5.0,1.0,3.0,0.0,1.0,2.0,5.0,2.0,4.0
1950,1.0,1.0,3.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,3.0,7.0,1.0,6.0
1951,1.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,7.0,1.0,5.0
1952,1.0,5.0,3.0,6.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,6.0
1953,2.0,5.0,2.0,5.0,9.0,5.0,1.0,5.0,2.0,3.0,1.0,7.0,1.0,9.0
1954,2.0,1.0,3.0,3.0,4.0,5.0,2.0,2.0,0.0,2.0,3.0,7.0,1.0,7.0
1955,1.0,1.0,7.0,4.0,8.0,4.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,5.0
1956,1.0,1.0,3.0,5.0,4.0,3.0,2.0,2.0,0.0,2.0,3.0,3.0,1.0,7.0
1957,1.0,1.0,4.0,4.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,7.0,1.0,7.0
1958,2.0,5.0,3.0,4.0,2.0,5.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,6.0
1959,1.0,2.0,3.0,5.0,1.0,3.0,2.0,2.0,0.0,2.0,3.0,7.0,1.0,8.0
1960,1.0,5.0,2.0,4.0,6.0,2.0,1.0,5.0,0.0,2.0,5.0,7.0,1.0,9.0
1961,1.0,5.0,2.0,4.0,6.0,2.0,1.0,4.0,0.0,3.0,1.0,6.0,1.0,9.0
1962,2.0,5.0,2.0,591.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,7.0,1.0,1.0
1963,2.0,5.0,4.0,5.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,7.0,1.0,5.0
1964,1.0,1.0,7.0,5.0,8.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,9.0
1965,2.0,4.0,6.0,4.0,8.0,5.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,8.0
1966,2.0,1.0,5.0,5.0,1.0,5.0,2.0,6.0,3.0,1.0,1.0,7.0,1.0,7.0
1967,2.0,1.0,6.0,5.0,5.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,9.0
1968,2.0,3.0,4.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,8.0
1969,2.0,1.0,3.0,4.0,6.0,1.0,2.0,2.0,0.0,2.0,3.0,7.0,1.0,6.0
1970,2.0,3.0,4.0,4.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,7.0,1.0,6.0
1971,2.0,1.0,4.0,6.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,7.0,1.0,9.0
1972,2.0,5.0,2.0,3.0,9.0,2.0,1.0,5.0,2.0,3.0,1.0,7.0,1.0,9.0
1973,2.0,5.0,2.0,4.0,6.0,2.0,1.0,4.0,0.0,2.0,3.0,8.0,1.0,1.0
1974,2.0,3.0,5.0,4.0,4.0,5.0,1.0,1.0,0.0,1.0,2.0,7.0,1.0,5.0
1975,2.0,1.0,3.0,5.0,5.0,3.0,3.0,3.0,1.0,1.0,5.0,7.0,1.0,9.0
1976,2.0,5.0,4.0,6.0,1.0,4.0,1.0,1.0,0.0,1.0,5.0,7.0,1.0,8.0
1977,2.0,1.0,6.0,4.0,4.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,4.0
1978,2.0,1.0,5.0,4.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,5.0
1979,2.0,1.0,4.0,6.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
1980,2.0,1.0,6.0,3.0,5.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,5.0
1981,2.0,5.0,3.0,5.0,1.0,2.0,1.0,2.0,0.0,2.0,5.0,7.0,1.0,4.0
1982,2.0,5.0,3.0,5.0,6.0,4.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,3.0
1983,2.0,5.0,2.0,3.0,6.0,5.0,1.0,6.0,3.0,3.0,1.0,7.0,1.0,7.0
1984,1.0,5.0,3.0,5.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
1985,1.0,1.0,5.0,4.0,1.0,4.0,2.0,3.0,0.0,1.0,1.0,7.0,1.0,8.0
1986,1.0,3.0,4.0,5.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,7.0,1.0,8.0
1987,1.0,3.0,4.0,6.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,7.0,1.0,7.0
1988,1.0,3.0,3.0,4.0,2.0,5.0,1.0,1.0,0.0,2.0,3.0,5.0,1.0,7.0
1989,1.0,1.0,5.0,6.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,7.0,1.0,8.0
1990,1.0,1.0,4.0,5.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,7.0,1.0,9.0
1991,1.0,1.0,5.0,6.0,2.0,5.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
1992,1.0,5.0,6.0,4.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,8.0,1.0,6.0
1993,1.0,1.0,3.0,4.0,7.0,2.0,2.0,2.0,0.0,2.0,3.0,7.0,1.0,5.0
1994,1.0,5.0,2.0,4.0,6.0,2.0,1.0,5.0,0.0,2.0,3.0,7.0,1.0,1.0
1995,1.0,1.0,5.0,5.0,8.0,5.0,1.0,2.0,0.0,1.0,1.0,5.0,1.0,6.0
1996,1.0,1.0,5.0,5.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,6.0,1.0,9.0
1997,1.0,1.0,4.0,5.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,9.0
1998,1.0,3.0,7.0,3.0,8.0,5.0,1.0,1.0,0.0,2.0,5.0,7.0,1.0,2.0
1999,1.0,1.0,3.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,3.0,8.0
2000,1.0,1.0,7.0,4.0,8.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,5.0
2001,2.0,5.0,1.0,1.0,6.0,5.0,1.0,3.0,1.0,3.0,3.0,7.0,1.0,1.0
2002,2.0,1.0,5.0,5.0,1.0,5.0,601.0,4.0,2.0,1.0,1.0,7.0,1.0,9.0
2003,1.0,1.0,3.0,5.0,1.0,5.0,3.0,2.0,0.0,1.0,1.0,8.0,1.0,8.0
2004,2.0,1.0,3.0,5.0,2.0,5.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
2005,2.0,1.0,3.0,4.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0,7.0,3.0,5.0
2006,2.0,1.0,5.0,4.0,1.0,5.0,2.0,6.0,2.0,1.0,1.0,7.0,1.0,9.0
2007,2.0,5.0,2.0,3.0,6.0,3.0,1.0,5.0,3.0,3.0,1.0,7.0,1.0,1.0
2008,1.0,5.0,2.0,3.0,3.0,5.0,1.0,2.0,0.0,2.0,1.0,7.0,1.0,3.0
2009,2.0,5.0,2.0,3.0,6.0,5.0,1.0,5.0,5.0,3.0,1.0,6.0,1.0,8.0
2010,2.0,1.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,1.0,1.0,7.0,1.0,9.0
2011,2.0,5.0,5.0,5.0,8.0,5.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,8.0
2012,1.0,5.0,2.0,4.0,3.0,5.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,3.0
2013,1.0,4.0,7.0,3.0,8.0,5.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,5.0
2014,2.0,5.0,2.0,4.0,6.0,4.0,1.0,4.0,1.0,3.0,1.0,7.0,1.0,1.0
2015,2.0,4.0,7.0,3.0,8.0,5.0,1.0,1.0,0.0,1.0,5.0,7.0,1.0,2.0
2016,2.0,5.0,2.0,4.0,6.0,2.0,1.0,3.0,0.0,3.0,1.0,8.0,1.0,1.0
2017,2.0,1.0,7.0,3.0,5.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
2018,2.0,1.0,3.0,4.0,5.0,5.0,3.0,4.0,2.0,1.0,1.0,7.0,1.0,7.0
2019,2.0,1.0,6.0,3.0,5.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
2020,1.0,5.0,2.0,4.0,6.0,4.0,1.0,4.0,0.0,2.0,3.0,7.0,1.0,1.0
2021,2.0,3.0,5.0,4.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,7.0,1.0,7.0
2022,1.0,1.0,7.0,5.0,1.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,7.0
2023,2.0,1.0,3.0,4.0,5.0,3.0,3.0,2.0,0.0,1.0,5.0,7.0,1.0,8.0
2024,2.0,5.0,2.0,4.0,1.0,5.0,1.0,2.0,0.0,3.0,1.0,7.0,1.0,8.0
2025,1.0,5.0,2.0,4.0,3.0,5.0,1.0,1.0,0.0,2.0,3.0,5.0,1.0,4.0
2026,2.0,5.0,2.0,4.0,6.0,4.0,1.0,4.0,0.0,3.0,1.0,1.0,1.0,2.0
2027,1.0,4.0,7.0,3.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,5.0
2028,1.0,1.0,3.0,4.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,7.0,1.0,6.0
2029,2.0,5.0,2.0,4.0,2.0,5.0,1.0,4.0,0.0,3.0,1.0,5.0,2.0,2.0
2030,1.0,1.0,4.0,5.0,1.0,4.0,2.0,2.0,0.0,2.0,3.0,7.0,1.0,4.0
2031,1.0,1.0,6.0,4.0,8.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,7.0
2032,2.0,4.0,7.0,3.0,8.0,5.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,1.0
2033,1.0,1.0,6.0,4.0,1.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
2034,2.0,5.0,2.0,4.0,2.0,5.0,1.0,1.0,0.0,2.0,1.0,7.0,1.0,1.0
2035,2.0,4.0,7.0,4.0,8.0,5.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,3.0
2036,2.0,1.0,3.0,3.0,1.0,5.0,2.0,2.0,0.0,1.0,2.0,6.0,1.0,8.0
2037,1.0,1.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,7.0,1.0,5.0
2038,1.0,2.0,2.0,4.0,6.0,5.0,1.0,2.0,0.0,2.0,3.0,7.0,1.0,3.0
2039,2.0,2.0,2.0,4.0,6.0,5.0,1.0,2.0,0.0,2.0,3.0,7.0,1.0,3.0
2040,1.0,5.0,2.0,3.0,6.0,5.0,1.0,4.0,1.0,3.0,1.0,7.0,1.0,1.0
2041,2.0,5.0,2.0,4.0,6.0,5.0,1.0,3.0,0.0,1.0,1.0,7.0,1.0,1.0
2042,1.0,1.0,4.0,5.0,1.0,5.0,2.0,4.0,1.0,611.0,1.0,7.0,1.0,9.0
2043,2.0,1.0,7.0,3.0,8.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,6.0
2044,1.0,1.0,4.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,1.0,7.0,1.0,9.0
2045,2.0,2.0,4.0,4.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,7.0
2046,1.0,2.0,3.0,5.0,1.0,5.0,1.0,2.0,0.0,2.0,3.0,7.0,1.0,5.0
2047,1.0,5.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,7.0,1.0,8.0
2048,2.0,1.0,7.0,4.0,8.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,5.0
2049,2.0,5.0,3.0,4.0,4.0,5.0,1.0,5.0,2.0,3.0,1.0,2.0,1.0,3.0
2050,1.0,1.0,5.0,6.0,8.0,3.0,3.0,9.0,2.0,1.0,1.0,7.0,1.0,9.0
2051,1.0,5.0,2.0,4.0,6.0,5.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,5.0
2052,1.0,1.0,4.0,3.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,6.0
2053,2.0,4.0,7.0,4.0,8.0,5.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,2.0
2054,2.0,5.0,2.0,5.0,4.0,3.0,1.0,5.0,1.0,2.0,1.0,6.0,1.0,2.0
2055,2.0,5.0,2.0,3.0,2.0,5.0,1.0,3.0,0.0,3.0,1.0,7.0,1.0,7.0
2056,2.0,5.0,2.0,4.0,6.0,2.0,1.0,2.0,0.0,1.0,3.0,7.0,3.0,9.0
2057,1.0,3.0,4.0,4.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,8.0,1.0,7.0
2058,1.0,5.0,2.0,4.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,1.0,6.0
2059,1.0,1.0,4.0,6.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,9.0
2060,1.0,5.0,4.0,4.0,1.0,5.0,1.0,3.0,0.0,2.0,1.0,7.0,1.0,8.0
2061,1.0,5.0,5.0,4.0,4.0,5.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,4.0
2062,1.0,3.0,3.0,4.0,9.0,5.0,1.0,3.0,0.0,3.0,1.0,7.0,1.0,1.0
2063,2.0,3.0,4.0,5.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,7.0,1.0,7.0
2064,2.0,4.0,7.0,3.0,4.0,5.0,1.0,1.0,0.0,1.0,2.0,7.0,1.0,7.0
2065,1.0,1.0,4.0,4.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,9.0
2066,1.0,1.0,3.0,4.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,7.0,1.0,6.0
2067,2.0,1.0,6.0,4.0,8.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,6.0
2068,2.0,1.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,1.0,1.0,7.0,1.0,9.0
2069,1.0,1.0,4.0,4.0,2.0,5.0,2.0,6.0,2.0,1.0,1.0,5.0,1.0,7.0
2070,2.0,4.0,7.0,5.0,8.0,5.0,1.0,1.0,0.0,1.0,2.0,7.0,1.0,7.0
2071,2.0,1.0,5.0,4.0,2.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,9.0
2072,2.0,1.0,4.0,4.0,1.0,5.0,2.0,4.0,2.0,2.0,1.0,7.0,1.0,7.0
2073,2.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,4.0
2074,2.0,1.0,4.0,4.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,7.0,1.0,9.0
2075,2.0,1.0,6.0,5.0,1.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,6.0
2076,2.0,5.0,2.0,4.0,6.0,5.0,1.0,5.0,1.0,3.0,1.0,7.0,3.0,1.0
2077,1.0,5.0,1.0,2.0,6.0,5.0,1.0,5.0,1.0,3.0,1.0,7.0,1.0,1.0
2078,2.0,5.0,4.0,3.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,6.0
2079,1.0,1.0,5.0,6.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,7.0,1.0,9.0
2080,2.0,1.0,6.0,4.0,2.0,5.0,2.0,3.0,0.0,1.0,1.0,7.0,1.0,9.0
2081,1.0,5.0,3.0,5.0,1.0,5.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,7.0
2082,621.0,1.0,6.0,3.0,4.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,6.0
2083,2.0,5.0,2.0,3.0,1.0,5.0,1.0,3.0,0.0,3.0,1.0,2.0,1.0,4.0
2084,1.0,1.0,3.0,4.0,3.0,5.0,2.0,2.0,0.0,3.0,1.0,5.0,1.0,8.0
2085,2.0,2.0,4.0,5.0,1.0,5.0,1.0,2.0,0.0,1.0,2.0,7.0,1.0,7.0
2086,2.0,2.0,4.0,4.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
2087,2.0,1.0,7.0,4.0,1.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
2088,1.0,5.0,2.0,4.0,6.0,5.0,1.0,8.0,4.0,3.0,1.0,7.0,1.0,9.0
2089,1.0,1.0,5.0,4.0,1.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,9.0
2090,1.0,5.0,2.0,4.0,6.0,5.0,1.0,5.0,2.0,3.0,1.0,7.0,1.0,9.0
2091,1.0,5.0,3.0,4.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,7.0,1.0,3.0
2092,1.0,5.0,3.0,4.0,1.0,5.0,1.0,1.0,0.0,2.0,3.0,7.0,3.0,5.0
2093,1.0,2.0,3.0,4.0,1.0,5.0,1.0,2.0,0.0,2.0,3.0,5.0,1.0,5.0
2094,2.0,1.0,6.0,4.0,1.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,9.0
2095,2.0,5.0,3.0,5.0,1.0,5.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,6.0
2096,2.0,3.0,6.0,4.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,7.0,1.0,5.0
2097,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,7.0,1.0,4.0
2098,1.0,1.0,3.0,4.0,3.0,5.0,2.0,3.0,1.0,2.0,1.0,5.0,1.0,7.0
2099,2.0,1.0,6.0,4.0,4.0,5.0,3.0,3.0,0.0,1.0,1.0,7.0,1.0,7.0
2100,1.0,1.0,7.0,6.0,8.0,5.0,3.0,3.0,0.0,1.0,1.0,7.0,1.0,7.0
2101,1.0,1.0,7.0,3.0,8.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,7.0
2102,2.0,1.0,6.0,3.0,3.0,5.0,3.0,4.0,0.0,1.0,1.0,5.0,1.0,6.0
2103,1.0,1.0,7.0,4.0,8.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,5.0
2104,1.0,1.0,7.0,5.0,8.0,5.0,3.0,2.0,0.0,3.0,1.0,7.0,1.0,4.0
2105,2.0,3.0,5.0,4.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
2106,1.0,4.0,7.0,4.0,8.0,5.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,2.0
2107,1.0,1.0,7.0,4.0,1.0,5.0,2.0,2.0,0.0,2.0,3.0,7.0,1.0,9.0
2108,2.0,1.0,6.0,5.0,8.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
2109,2.0,1.0,6.0,6.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,9.0
2110,1.0,1.0,7.0,6.0,8.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
2111,2.0,1.0,6.0,5.0,5.0,5.0,3.0,2.0,0.0,1.0,5.0,7.0,1.0,8.0
2112,2.0,1.0,6.0,6.0,1.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,9.0
2113,1.0,5.0,1.0,2.0,6.0,3.0,1.0,5.0,3.0,3.0,1.0,2.0,3.0,1.0
2114,2.0,5.0,1.0,2.0,9.0,5.0,1.0,2.0,1.0,3.0,2.0,7.0,1.0,1.0
2115,1.0,5.0,1.0,1.0,6.0,3.0,1.0,5.0,3.0,3.0,1.0,2.0,3.0,1.0
2116,1.0,5.0,2.0,4.0,6.0,1.0,1.0,3.0,0.0,3.0,1.0,7.0,1.0,3.0
2117,2.0,1.0,3.0,4.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0
2118,2.0,5.0,2.0,4.0,6.0,5.0,1.0,3.0,2.0,3.0,1.0,7.0,1.0,1.0
2119,1.0,5.0,5.0,6.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,7.0,1.0,4.0
2120,2.0,1.0,3.0,5.0,2.0,1.0,3.0,2.0,0.0,2.0,3.0,7.0,1.0,7.0
2121,1.0,5.0,3.0,6.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,6.0
2122,1.0,5.0,2.0,631.0,6.0,5.0,1.0,3.0,0.0,3.0,1.0,7.0,1.0,3.0
2123,2.0,5.0,3.0,4.0,1.0,5.0,1.0,4.0,2.0,1.0,1.0,7.0,1.0,6.0
2124,1.0,5.0,2.0,3.0,2.0,5.0,1.0,4.0,0.0,2.0,1.0,7.0,1.0,2.0
2125,1.0,3.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,7.0,1.0,7.0
2126,2.0,5.0,2.0,4.0,6.0,2.0,1.0,2.0,2.0,2.0,5.0,7.0,1.0,1.0
2127,2.0,5.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,7.0,1.0,1.0
2128,2.0,2.0,3.0,4.0,1.0,5.0,1.0,2.0,0.0,2.0,3.0,8.0,1.0,6.0
2129,2.0,5.0,2.0,4.0,2.0,4.0,1.0,2.0,0.0,2.0,1.0,7.0,1.0,2.0
2130,1.0,3.0,5.0,5.0,7.0,5.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,7.0
2131,1.0,5.0,3.0,6.0,6.0,2.0,1.0,4.0,0.0,3.0,1.0,2.0,1.0,1.0
2132,2.0,1.0,2.0,3.0,1.0,2.0,3.0,6.0,2.0,2.0,1.0,2.0,3.0,4.0
2133,2.0,5.0,2.0,4.0,6.0,5.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0,1.0
2134,1.0,5.0,3.0,5.0,1.0,5.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,3.0
2135,2.0,4.0,5.0,6.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,6.0
2136,1.0,5.0,4.0,4.0,9.0,5.0,1.0,5.0,0.0,3.0,1.0,7.0,3.0,3.0
2137,1.0,5.0,2.0,2.0,2.0,5.0,1.0,3.0,0.0,2.0,1.0,7.0,1.0,1.0
2138,1.0,1.0,3.0,6.0,1.0,4.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,9.0
2139,2.0,1.0,3.0,5.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
2140,1.0,1.0,3.0,5.0,2.0,5.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
2141,1.0,5.0,2.0,2.0,2.0,5.0,1.0,4.0,0.0,3.0,1.0,7.0,1.0,8.0
