,Parents, Has_nurs, Form, Children, Housing, Finance, Social, Health,Class
3083,1,4,3,10,2,1,3,2, not_recom
3084,1,4,3,10,2,2,1,1, priority
3085,2,3,1,2,2,2,1,1, priority
3086,1,4,3,10,2,2,1,2, not_recom
3087,1,4,3,10,2,2,2,1, priority
3088,1,4,3,10,2,2,2,3, spec_prior
3089,1,4,3,10,2,2,2,2, not_recom
3090,1,4,3,10,2,2,3,1, spec_prior
3091,1,4,3,10,2,2,3,3, spec_prior
3092,1,4,3,10,2,2,3,2, not_recom
3093,1,4,3,10,3,1,1,1, priority
3094,1,4,3,10,3,1,1,3, spec_prior
3095,1,4,3,10,3,1,1,2, not_recom
3096,1,4,3,10,3,1,2,1, priority
3097,1,4,3,10,3,1,2,3, spec_prior
3098,1,4,3,10,3,1,2,2, not_recom
3099,1,4,3,10,3,1,3,1, spec_prior
3100,1,4,3,10,3,1,3,2, not_recom
3101,1,4,3,10,3,2,1,1, priority
3102,1651,4,3,10,3,2,1,3, spec_prior
3103,1,4,3,10,3,2,1,2, not_recom
3104,1,4,3,10,3,2,2,1, priority
3105,2,3,1,10,3,2,2,1, priority
3106,1,4,3,10,3,2,2,2, not_recom
3107,1,4,3,10,3,2,3,1, spec_prior
3108,1,4,3,10,3,2,3,3, spec_prior
3109,1,4,3,10,3,2,3,2, not_recom
3110,1,5,1,1,1,1,1,1, priority
3111,1,5,1,1,1,1,1,2, not_recom
3112,1,5,1,1,1,1,2,1, priority
3113,1,5,1,1,1,1,2,3, priority
3114,1,5,1,1,1,1,3,1, priority
3115,1,5,1,1,1,1,3,3, priority
3116,1,5,1,1,1,1,3,2, not_recom
3117,1,5,1,1,1,2,1,1, priority
3118,1,5,1,1,1,2,1,3, spec_prior
3119,1,5,1,1,1,2,1,2, not_recom
3120,1,5,1,1,1,2,2,1, priority
3121,1,5,1,1,1,2,2,3, spec_prior
3122,1,5,1,1661,1,2,2,2, not_recom
3123,1,5,1,1,1,2,3,1, spec_prior
3124,1,5,1,1,1,2,3,3, spec_prior
3125,2,3,5,3,2,1,2,1, priority
3126,1,5,1,1,2,1,1,1, priority
3127,1,5,1,1,2,1,1,3, spec_prior
3128,1,5,1,1,2,1,2,1, priority
3129,1,5,1,1,2,1,2,2, not_recom
3130,1,5,1,1,2,1,3,1, spec_prior
3131,1,5,1,1,2,1,3,2, not_recom
3132,1,5,1,1,2,2,1,1, priority
3133,1,5,1,1,2,2,1,3, spec_prior
3134,1,5,1,1,2,2,1,2, not_recom
3135,1,5,1,1,2,2,2,1, priority
3136,1,5,1,1,2,2,2,3, spec_prior
3137,1,5,1,1,2,2,2,2, not_recom
3138,1,5,1,1,2,2,3,1, spec_prior
3139,1,5,1,1,2,2,3,3, spec_prior
3140,1,5,1,1,2,2,3,2, not_recom
3141,1,5,1,1,3,1,1,3, spec_prior
3142,1,5,1,1,3,1,1671,1, priority
3143,1,5,1,1,3,1,2,3, spec_prior
3144,1,5,1,1,3,1,2,2, not_recom
3145,2,3,2,1,3,1,3,1, spec_prior
3146,1,5,1,1,3,1,3,3, spec_prior
3147,1,5,1,1,3,1,3,2, not_recom
3148,1,5,1,1,3,2,1,1, priority
3149,1,5,1,1,3,2,1,3, spec_prior
3150,1,5,1,1,3,2,1,2, not_recom
3151,1,5,1,1,3,2,2,1, priority
3152,1,5,1,1,3,2,2,3, spec_prior
3153,1,5,1,1,3,2,2,2, not_recom
3154,1,5,1,1,3,2,3,1, spec_prior
3155,1,5,1,1,3,2,3,3, spec_prior
3156,1,5,1,1,3,2,3,2, not_recom
3157,1,5,1,2,1,1,1,1, priority
3158,1,5,1,2,1,1,1,3, spec_prior
3159,1,5,1,2,1,1,1,2, not_recom
3160,1,5,1,2,1,1,2,1, priority
3161,1,5,1,2,1,1,2,3, spec_prior
3162,1681,5,1,2,1,1,2,2, not_recom
3163,1,5,1,2,1,1,3,1, spec_prior
3164,1,5,1,2,1,1,3,3, spec_prior
3165,2,3,2,10,1,2,2,3, spec_prior
3166,1,5,1,2,1,2,1,1, priority
3167,1,5,1,2,1,2,1,3, spec_prior
3168,1,5,1,2,1,2,1,2, not_recom
3169,1,5,1,2,1,2,2,1, priority
3170,1,5,1,2,1,2,2,2, not_recom
3171,1,5,1,2,1,2,3,1, spec_prior
3172,1,5,1,2,1,2,3,3, spec_prior
3173,1,5,1,2,1,2,3,2, not_recom
3174,1,5,1,2,2,1,1,1, priority
3175,1,5,1,2,2,1,1,3, spec_prior
3176,1,5,1,2,2,1,1,2, not_recom
3177,1,5,1,2,2,1,2,1, priority
3178,1,5,1,2,2,1,2,3, spec_prior
3179,1,5,1,2,2,1,2,2, not_recom
3180,1,5,1,2,2,1,3,1, spec_prior
3181,1,5,1,2,2,1,3,3, spec_prior
3182,1,5,1,1691,2,1,3,2, not_recom
3183,1,5,1,2,2,2,1,1, priority
3184,1,5,1,2,2,2,1,3, spec_prior
3185,2,3,3,2,3,1,2,1, priority
3186,1,5,1,2,2,2,2,1, priority
3187,1,5,1,2,2,2,2,3, spec_prior
3188,1,5,1,2,2,2,2,2, not_recom
3189,1,5,1,2,2,2,3,1, spec_prior
3190,1,5,1,2,2,2,3,3, spec_prior
3191,1,5,1,2,2,2,3,2, not_recom
3192,1,5,1,2,3,1,1,1, spec_prior
3193,1,5,1,2,3,1,1,3, spec_prior
3194,1,5,1,2,3,1,1,2, not_recom
3195,1,5,1,2,3,1,2,1, spec_prior
3196,1,5,1,2,3,1,2,3, spec_prior
3197,1,5,1,2,3,1,2,2, not_recom
3198,1,5,1,2,3,1,3,1, spec_prior
3199,1,5,1,2,3,1,3,2, not_recom
3200,1,5,1,2,3,2,1,1, spec_prior
3201,1,5,1,2,3,2,1,3, spec_prior
3202,1,5,1,2,3,2,1701,2, not_recom
3203,1,5,1,2,3,2,2,1, spec_prior
3204,1,5,1,2,3,2,2,2, not_recom
3205,2,4,1,1,1,2,1,3, spec_prior
3206,1,5,1,2,3,2,3,3, spec_prior
3207,1,5,1,2,3,2,3,2, not_recom
3208,1,5,1,3,1,1,1,1, priority
3209,1,5,1,3,1,1,1,3, spec_prior
3210,1,5,1,3,1,1,1,2, not_recom
3211,1,5,1,3,1,1,2,3, spec_prior
3212,1,5,1,3,1,1,2,2, not_recom
3213,1,5,1,3,1,1,3,1, spec_prior
3214,1,5,1,3,1,1,3,2, not_recom
3215,1,5,1,3,1,2,1,1, spec_prior
3216,1,5,1,3,1,2,1,3, spec_prior
3217,1,5,1,3,1,2,1,2, not_recom
3218,1,5,1,3,1,2,2,1, spec_prior
3219,1,5,1,3,1,2,2,3, spec_prior
3220,1,5,1,3,1,2,2,2, not_recom
3221,1,5,1,3,1,2,3,1, spec_prior
3222,1711,5,1,3,1,2,3,3, spec_prior
3223,1,5,1,3,1,2,3,2, not_recom
3224,1,5,1,3,2,1,1,1, spec_prior
3225,2,4,1,3,2,2,2,2, not_recom
3226,1,5,1,3,2,1,1,2, not_recom
3227,1,5,1,3,2,1,2,1, spec_prior
3228,1,5,1,3,2,1,2,3, spec_prior
3229,1,5,1,3,2,1,2,2, not_recom
3230,1,5,1,3,2,1,3,1, spec_prior
3231,1,5,1,3,2,1,3,3, spec_prior
3232,1,5,1,3,2,1,3,2, not_recom
3233,1,5,1,3,2,2,1,3, spec_prior
3234,1,5,1,3,2,2,1,2, not_recom
3235,1,5,1,3,2,2,2,1, spec_prior
3236,1,5,1,3,2,2,2,3, spec_prior
3237,1,5,1,3,2,2,2,2, not_recom
3238,1,5,1,3,2,2,3,1, spec_prior
3239,1,5,1,3,2,2,3,3, spec_prior
3240,1,5,1,3,2,2,3,2, not_recom
3241,1,5,1,3,3,1,1,1, spec_prior
3242,1,5,1,1721,3,1,1,3, spec_prior
3243,1,5,1,3,3,1,1,2, not_recom
3244,1,5,1,3,3,1,2,1, spec_prior
3245,2,4,5,2,1,1,1,3, spec_prior
3246,1,5,1,3,3,1,3,1, spec_prior
3247,1,5,1,3,3,1,3,3, spec_prior
3248,1,5,1,3,3,1,3,2, not_recom
3249,1,5,1,3,3,2,1,1, spec_prior
3250,1,5,1,3,3,2,1,3, spec_prior
3251,1,5,1,3,3,2,1,2, not_recom
3252,1,5,1,3,3,2,2,1, spec_prior
3253,1,5,1,3,3,2,2,3, spec_prior
3254,1,5,1,3,3,2,2,2, not_recom
3255,1,5,1,3,3,2,3,1, spec_prior
3256,1,5,1,3,3,2,3,3, spec_prior
3257,1,5,1,3,3,2,3,2, not_recom
3258,1,5,1,10,1,1,1,1, priority
3259,1,5,1,10,1,1,1,2, not_recom
3260,1,5,1,10,1,1,2,1, priority
3261,1,5,1,10,1,1,2,3, spec_prior
3262,1,5,1,10,1,1,1731,2, not_recom
3263,1,5,1,10,1,1,3,1, spec_prior
3264,1,5,1,10,1,1,3,3, spec_prior
3265,2,4,5,10,2,1,3,2, not_recom
3266,1,5,1,10,1,2,1,3, spec_prior
3267,1,5,1,10,1,2,1,2, not_recom
3268,1,5,1,10,1,2,2,1, spec_prior
3269,1,5,1,10,1,2,2,3, spec_prior
3270,1,5,1,10,1,2,2,2, not_recom
3271,1,5,1,10,1,2,3,1, spec_prior
3272,1,5,1,10,2,1,1,1, spec_prior
3273,1,5,1,10,2,1,1,3, spec_prior
3274,1,5,1,10,2,1,1,2, not_recom
3275,1,5,1,10,2,1,2,1, spec_prior
3276,1,5,1,10,2,1,2,3, spec_prior
3277,1,5,1,10,2,1,2,2, not_recom
3278,1,5,1,10,2,1,3,1, spec_prior
3279,1,5,1,10,2,1,3,2, not_recom
3280,1,5,1,10,2,2,1,3, spec_prior
3281,1,5,1,10,2,2,1,2, not_recom
3282,1741,5,1,10,2,2,2,1, spec_prior
3283,1,5,1,10,2,2,2,3, spec_prior
3284,1,5,1,10,2,2,2,2, not_recom
3285,2,4,2,3,1,1,1,3, spec_prior
3286,1,5,1,10,2,2,3,3, spec_prior
3287,1,5,1,10,2,2,3,2, not_recom
3288,1,5,1,10,3,1,1,1, spec_prior
3289,1,5,1,10,3,1,1,2, not_recom
3290,1,5,1,10,3,1,2,1, spec_prior
3291,1,5,1,10,3,1,2,3, spec_prior
3292,1,5,1,10,3,1,2,2, not_recom
3293,1,5,1,10,3,1,3,1, spec_prior
3294,1,5,1,10,3,2,1,1, spec_prior
3295,1,5,1,10,3,2,1,3, spec_prior
3296,1,5,1,10,3,2,2,1, spec_prior
3297,1,5,1,10,3,2,2,3, spec_prior
3298,1,5,1,10,3,2,3,3, spec_prior
3299,1,5,1,10,3,2,3,2, not_recom
3300,1,5,5,1,1,1,1,1, priority
3301,1,5,5,1,1,1,1,2, not_recom
3302,1,5,5,1751,1,1,2,1, priority
3303,1,5,5,1,1,1,2,3, spec_prior
3304,1,5,5,1,1,1,2,2, not_recom
3305,2,4,3,1,2,1,2,3, spec_prior
3306,1,5,5,1,1,1,3,2, not_recom
3307,1,5,5,1,1,2,1,1, priority
3308,1,5,5,1,1,2,1,3, spec_prior
3309,1,5,5,1,1,2,1,2, not_recom
3310,1,5,5,1,1,2,2,1, priority
3311,1,5,5,1,1,2,2,3, spec_prior
3312,1,5,5,1,1,2,2,2, not_recom
3313,1,5,5,1,1,2,3,1, spec_prior
3314,1,5,5,1,1,2,3,3, spec_prior
3315,1,5,5,1,1,2,3,2, not_recom
3316,1,5,5,1,2,1,1,1, priority
3317,1,5,5,1,2,1,1,3, spec_prior
3318,1,5,5,1,2,1,1,2, not_recom
3319,1,5,5,1,2,1,2,1, priority
3320,1,5,5,1,2,1,2,2, not_recom
3321,1,5,5,1,2,1,3,1, spec_prior
3322,1,5,5,1,2,1,1761,3, spec_prior
3323,1,5,5,1,2,1,3,2, not_recom
3324,1,5,5,1,2,2,1,1, priority
3325,2,4,3,3,3,2,3,3, spec_prior
3326,1,5,5,1,2,2,1,2, not_recom
3327,1,5,5,1,2,2,2,1, priority
3328,1,5,5,1,2,2,2,3, spec_prior
3329,1,5,5,1,2,2,3,1, spec_prior
3330,1,5,5,1,2,2,3,3, spec_prior
3331,1,5,5,1,2,2,3,2, not_recom
3332,1,5,5,1,3,1,1,1, spec_prior
3333,1,5,5,1,3,1,1,3, spec_prior
3334,1,5,5,1,3,1,1,2, not_recom
3335,1,5,5,1,3,1,2,1, spec_prior
3336,1,5,5,1,3,1,2,3, spec_prior
3337,1,5,5,1,3,1,2,2, not_recom
3338,1,5,5,1,3,1,3,1, spec_prior
3339,1,5,5,1,3,1,3,3, spec_prior
3340,1,5,5,1,3,1,3,2, not_recom
3341,1,5,5,1,3,2,1,1, spec_prior
3342,1771,5,5,1,3,2,1,2, not_recom
3343,1,5,5,1,3,2,2,1, spec_prior
3344,1,5,5,1,3,2,2,2, not_recom
3345,2,5,1,2,2,1,3,2, not_recom
3346,1,5,5,1,3,2,3,2, not_recom
3347,1,5,5,2,1,1,1,1, priority
3348,1,5,5,2,1,1,1,3, spec_prior
3349,1,5,5,2,1,1,1,2, not_recom
3350,1,5,5,2,1,1,2,1, priority
3351,1,5,5,2,1,1,2,3, spec_prior
3352,1,5,5,2,1,1,2,2, not_recom
3353,1,5,5,2,1,1,3,1, spec_prior
3354,1,5,5,2,1,1,3,3, spec_prior
3355,1,5,5,2,1,1,3,2, not_recom
3356,1,5,5,2,1,2,1,1, priority
3357,1,5,5,2,1,2,1,3, spec_prior
3358,1,5,5,2,1,2,1,2, not_recom
3359,1,5,5,2,1,2,2,1, priority
3360,1,5,5,2,1,2,2,3, spec_prior
3361,1,5,5,2,1,2,2,2, not_recom
3362,1,5,5,1781,1,2,3,1, spec_prior
3363,1,5,5,2,1,2,3,3, spec_prior
3364,1,5,5,2,1,2,3,2, not_recom
3365,2,5,5,1,1,1,1,3, spec_prior
3366,1,5,5,2,2,1,1,2, not_recom
3367,1,5,5,2,2,1,2,1, priority
3368,1,5,5,2,2,1,2,3, spec_prior
3369,1,5,5,2,2,1,2,2, not_recom
3370,1,5,5,2,2,1,3,1, spec_prior
3371,1,5,5,2,2,1,3,3, spec_prior
3372,1,5,5,2,2,2,1,1, priority
3373,1,5,5,2,2,2,1,3, spec_prior
3374,1,5,5,2,2,2,1,2, not_recom
3375,1,5,5,2,2,2,2,1, priority
3376,1,5,5,2,2,2,2,3, spec_prior
3377,1,5,5,2,2,2,3,1, spec_prior
3378,1,5,5,2,2,2,3,2, not_recom
3379,1,5,5,2,3,1,1,1, spec_prior
3380,1,5,5,2,3,1,1,3, spec_prior
3381,1,5,5,2,3,1,1,2, not_recom
3382,1,5,5,2,3,1,1791,1, spec_prior
3383,1,5,5,2,3,1,2,3, spec_prior
3384,1,5,5,2,3,1,2,2, not_recom
3385,2,5,5,3,2,1,3,2, not_recom
3386,1,5,5,2,3,1,3,3, spec_prior
3387,1,5,5,2,3,1,3,2, not_recom
3388,1,5,5,2,3,2,1,3, spec_prior
3389,1,5,5,2,3,2,1,2, not_recom
3390,1,5,5,2,3,2,2,1, spec_prior
3391,1,5,5,2,3,2,2,3, spec_prior
3392,1,5,5,2,3,2,2,2, not_recom
3393,1,5,5,2,3,2,3,1, spec_prior
3394,1,5,5,2,3,2,3,3, spec_prior
3395,1,5,5,2,3,2,3,2, not_recom
3396,1,5,5,3,1,1,1,1, priority
3397,1,5,5,3,1,1,1,3, spec_prior
3398,1,5,5,3,1,1,1,2, not_recom
3399,1,5,5,3,1,1,2,1, priority
3400,1,5,5,3,1,1,2,3, spec_prior
3401,1,5,5,3,1,1,2,2, not_recom
3402,1801,5,5,3,1,1,3,1, spec_prior
3403,1,5,5,3,1,1,3,3, spec_prior
3404,1,5,5,3,1,1,3,2, not_recom
3405,2,5,2,1,3,2,2,1, spec_prior
3406,1,5,5,3,1,2,1,3, spec_prior
3407,1,5,5,3,1,2,1,2, not_recom
3408,1,5,5,3,1,2,2,1, spec_prior
3409,1,5,5,3,1,2,2,2, not_recom
3410,1,5,5,3,1,2,3,1, spec_prior
3411,1,5,5,3,1,2,3,3, spec_prior
3412,1,5,5,3,1,2,3,2, not_recom
3413,1,5,5,3,2,1,1,1, spec_prior
3414,1,5,5,3,2,1,1,3, spec_prior
3415,1,5,5,3,2,1,1,2, not_recom
3416,1,5,5,3,2,1,2,1, spec_prior
3417,1,5,5,3,2,1,2,3, spec_prior
3418,1,5,5,3,2,1,2,2, not_recom
3419,1,5,5,3,2,1,3,1, spec_prior
3420,1,5,5,3,2,1,3,2, not_recom
3421,1,5,5,3,2,2,1,1, spec_prior
3422,1,5,5,1811,2,2,1,3, spec_prior
3423,1,5,5,3,2,2,1,2, not_recom
3424,1,5,5,3,2,2,2,1, spec_prior
3425,2,5,2,10,2,1,1,1, spec_prior
3426,1,5,5,3,2,2,2,2, not_recom
3427,1,5,5,3,2,2,3,1, spec_prior
3428,1,5,5,3,2,2,3,3, spec_prior
3429,1,5,5,3,2,2,3,2, not_recom
3430,1,5,5,3,3,1,1,3, spec_prior
3431,1,5,5,3,3,1,1,2, not_recom
3432,1,5,5,3,3,1,2,1, spec_prior
3433,1,5,5,3,3,1,2,3, spec_prior
3434,1,5,5,3,3,1,2,2, not_recom
3435,1,5,5,3,3,1,3,1, spec_prior
3436,1,5,5,3,3,1,3,2, not_recom
3437,1,5,5,3,3,2,1,1, spec_prior
3438,1,5,5,3,3,2,1,3, spec_prior
3439,1,5,5,3,3,2,1,2, not_recom
3440,1,5,5,3,3,2,2,1, spec_prior
3441,1,5,5,3,3,2,2,3, spec_prior
3442,1,5,5,3,3,2,1821,2, not_recom
3443,1,5,5,3,3,2,3,1, spec_prior
3444,1,5,5,3,3,2,3,3, spec_prior
3445,2,5,3,2,3,2,2,1, spec_prior
3446,1,5,5,10,1,1,1,1, priority
3447,1,5,5,10,1,1,1,3, spec_prior
3448,1,5,5,10,1,1,2,1, priority
3449,1,5,5,10,1,1,2,3, spec_prior
3450,1,5,5,10,1,1,2,2, not_recom
3451,1,5,5,10,1,1,3,3, spec_prior
3452,1,5,5,10,1,1,3,2, not_recom
3453,1,5,5,10,1,2,1,1, spec_prior
3454,1,5,5,10,1,2,1,3, spec_prior
3455,1,5,5,10,1,2,1,2, not_recom
3456,1,5,5,10,1,2,2,1, spec_prior
3457,1,5,5,10,1,2,2,3, spec_prior
3458,1,5,5,10,1,2,2,2, not_recom
3459,1,5,5,10,1,2,3,1, spec_prior
3460,1,5,5,10,1,2,3,2, not_recom
3461,1,5,5,10,2,1,1,3, spec_prior
3462,1831,5,5,10,2,1,1,2, not_recom
3463,1,5,5,10,2,1,2,1, spec_prior
3464,1,5,5,10,2,1,2,3, spec_prior
3465,3,1,1,1,2,1,3,1, priority
3466,1,5,5,10,2,1,3,1, spec_prior
3467,1,5,5,10,2,1,3,3, spec_prior
3468,1,5,5,10,2,1,3,2, not_recom
3469,1,5,5,10,2,2,1,1, spec_prior
3470,1,5,5,10,2,2,1,3, spec_prior
3471,1,5,5,10,2,2,1,2, not_recom
3472,1,5,5,10,2,2,2,1, spec_prior
3473,1,5,5,10,2,2,2,2, not_recom
3474,1,5,5,10,2,2,3,1, spec_prior
3475,1,5,5,10,2,2,3,2, not_recom
3476,1,5,5,10,3,1,1,1, spec_prior
3477,1,5,5,10,3,1,1,3, spec_prior
3478,1,5,5,10,3,1,1,2, not_recom
3479,1,5,5,10,3,1,2,3, spec_prior
3480,1,5,5,10,3,1,2,2, not_recom
3481,1,5,5,10,3,1,3,1, spec_prior
3482,1,5,5,1841,3,1,3,3, spec_prior
3483,1,5,5,10,3,2,1,1, spec_prior
3484,1,5,5,10,3,2,1,3, spec_prior
3485,3,1,1,3,3,2,3,3, spec_prior
3486,1,5,5,10,3,2,2,1, spec_prior
3487,1,5,5,10,3,2,2,3, spec_prior
3488,1,5,5,10,3,2,2,2, not_recom
3489,1,5,5,10,3,2,3,1, spec_prior
3490,1,5,5,10,3,2,3,3, spec_prior
3491,1,5,5,10,3,2,3,2, not_recom
3492,1,5,2,1,1,1,1,1, priority
3493,1,5,2,1,1,1,1,3, spec_prior
3494,1,5,2,1,1,1,1,2, not_recom
3495,1,5,2,1,1,1,2,1, priority
3496,1,5,2,1,1,1,2,3, spec_prior
3497,1,5,2,1,1,1,2,2, not_recom
3498,1,5,2,1,1,1,3,1, spec_prior
3499,1,5,2,1,1,1,3,3, spec_prior
3500,1,5,2,1,1,1,3,2, not_recom
3501,1,5,2,1,1,2,1,1, priority
3502,1,5,2,1,1,2,1851,3, spec_prior
3503,1,5,2,1,1,2,1,2, not_recom
3504,1,5,2,1,1,2,2,1, priority
3505,3,1,5,2,2,1,1,2, not_recom
3506,1,5,2,1,1,2,2,2, not_recom
3507,1,5,2,1,1,2,3,1, spec_prior
3508,1,5,2,1,1,2,3,3, spec_prior
3509,1,5,2,1,2,1,1,1, priority
3510,1,5,2,1,2,1,1,3, spec_prior
3511,1,5,2,1,2,1,1,2, not_recom
3512,1,5,2,1,2,1,2,1, priority
3513,1,5,2,1,2,1,2,3, spec_prior
3514,1,5,2,1,2,1,3,1, spec_prior
3515,1,5,2,1,2,1,3,2, not_recom
3516,1,5,2,1,2,2,1,1, priority
3517,1,5,2,1,2,2,1,3, spec_prior
3518,1,5,2,1,2,2,1,2, not_recom
3519,1,5,2,1,2,2,2,1, priority
3520,1,5,2,1,2,2,2,3, spec_prior
3521,1,5,2,1,2,2,2,2, not_recom
3522,1861,5,2,1,2,2,3,1, spec_prior
3523,1,5,2,1,2,2,3,3, spec_prior
3524,1,5,2,1,2,2,3,2, not_recom
3525,3,1,5,10,3,2,2,1, priority
3526,1,5,2,1,3,1,1,3, spec_prior
3527,1,5,2,1,3,1,1,2, not_recom
3528,1,5,2,1,3,1,2,1, spec_prior
3529,1,5,2,1,3,1,2,3, spec_prior
3530,1,5,2,1,3,1,2,2, not_recom
3531,1,5,2,1,3,1,3,1, spec_prior
3532,1,5,2,1,3,1,3,2, not_recom
3533,1,5,2,1,3,2,1,1, spec_prior
3534,1,5,2,1,3,2,1,3, spec_prior
3535,1,5,2,1,3,2,1,2, not_recom
3536,1,5,2,1,3,2,2,3, spec_prior
3537,1,5,2,1,3,2,2,2, not_recom
3538,1,5,2,1,3,2,3,1, spec_prior
3539,1,5,2,1,3,2,3,3, spec_prior
3540,1,5,2,1,3,2,3,2, not_recom
3541,1,5,2,2,1,1,1,1, priority
3542,1,5,2,1871,1,1,1,3, spec_prior
3543,1,5,2,2,1,1,1,2, not_recom
3544,1,5,2,2,1,1,2,1, priority
3545,3,1,2,3,2,1,3,1, spec_prior
3546,1,5,2,2,1,1,2,2, not_recom
3547,1,5,2,2,1,1,3,1, spec_prior
3548,1,5,2,2,1,1,3,3, spec_prior
3549,1,5,2,2,1,1,3,2, not_recom
3550,1,5,2,2,1,2,1,1, spec_prior
3551,1,5,2,2,1,2,1,3, spec_prior
3552,1,5,2,2,1,2,1,2, not_recom
3553,1,5,2,2,1,2,2,1, spec_prior
3554,1,5,2,2,1,2,2,3, spec_prior
3555,1,5,2,2,1,2,2,2, not_recom
3556,1,5,2,2,1,2,3,1, spec_prior
3557,1,5,2,2,1,2,3,2, not_recom
3558,1,5,2,2,2,1,1,1, spec_prior
3559,1,5,2,2,2,1,1,3, spec_prior
3560,1,5,2,2,2,1,2,1, spec_prior
3561,1,5,2,2,2,1,2,2, not_recom
3562,1,5,2,2,2,1,1881,1, spec_prior
3563,1,5,2,2,2,1,3,2, not_recom
3564,1,5,2,2,2,2,1,1, spec_prior
3565,3,1,3,1,3,2,3,1, spec_prior
3566,1,5,2,2,2,2,1,2, not_recom
3567,1,5,2,2,2,2,2,1, spec_prior
3568,1,5,2,2,2,2,2,3, spec_prior
3569,1,5,2,2,2,2,2,2, not_recom
3570,1,5,2,2,2,2,3,1, spec_prior
3571,1,5,2,2,2,2,3,3, spec_prior
3572,1,5,2,2,2,2,3,2, not_recom
3573,1,5,2,2,3,1,1,1, spec_prior
3574,1,5,2,2,3,1,1,3, spec_prior
3575,1,5,2,2,3,1,1,2, not_recom
3576,1,5,2,2,3,1,2,1, spec_prior
3577,1,5,2,2,3,1,2,3, spec_prior
3578,1,5,2,2,3,1,2,2, not_recom
3579,1,5,2,2,3,1,3,1, spec_prior
3580,1,5,2,2,3,1,3,3, spec_prior
3581,1,5,2,2,3,1,3,2, not_recom
3582,1891,5,2,2,3,2,1,1, spec_prior
3583,1,5,2,2,3,2,1,3, spec_prior
3584,1,5,2,2,3,2,1,2, not_recom
3585,3,1,3,10,2,1,1,2, not_recom
3586,1,5,2,2,3,2,2,3, spec_prior
3587,1,5,2,2,3,2,2,2, not_recom
3588,1,5,2,2,3,2,3,1, spec_prior
3589,1,5,2,2,3,2,3,3, spec_prior
3590,1,5,2,2,3,2,3,2, not_recom
3591,1,5,2,3,1,1,1,1, priority
3592,1,5,2,3,1,1,1,3, spec_prior
3593,1,5,2,3,1,1,1,2, not_recom
3594,1,5,2,3,1,1,2,1, priority
3595,1,5,2,3,1,1,2,3, spec_prior
3596,1,5,2,3,1,1,2,2, not_recom
3597,1,5,2,3,1,1,3,1, spec_prior
3598,1,5,2,3,1,1,3,3, spec_prior
3599,1,5,2,3,1,1,3,2, not_recom
3600,1,5,2,3,1,2,1,1, spec_prior
3601,1,5,2,3,1,2,1,3, spec_prior
3602,1,5,2,1901,1,2,1,2, not_recom
3603,1,5,2,3,1,2,2,1, spec_prior
3604,1,5,2,3,1,2,2,3, spec_prior
3605,3,2,1,3,1,1,2,1, priority
3606,1,5,2,3,1,2,3,1, spec_prior
3607,1,5,2,3,1,2,3,3, spec_prior
3608,1,5,2,3,1,2,3,2, not_recom
3609,1,5,2,3,2,1,1,1, spec_prior
3610,1,5,2,3,2,1,1,3, spec_prior
3611,1,5,2,3,2,1,2,1, spec_prior
3612,1,5,2,3,2,1,2,3, spec_prior
3613,1,5,2,3,2,1,2,2, not_recom
3614,1,5,2,3,2,1,3,1, spec_prior
3615,1,5,2,3,2,1,3,2, not_recom
3616,1,5,2,3,2,2,1,1, spec_prior
3617,1,5,2,3,2,2,1,3, spec_prior
3618,1,5,2,3,2,2,1,2, not_recom
3619,1,5,2,3,2,2,2,1, spec_prior
3620,1,5,2,3,2,2,2,3, spec_prior
3621,1,5,2,3,2,2,2,2, not_recom
3622,1,5,2,3,2,2,1911,1, spec_prior
3623,1,5,2,3,2,2,3,3, spec_prior
3624,1,5,2,3,2,2,3,2, not_recom
3625,3,2,5,1,2,2,1,3, priority
3626,1,5,2,3,3,1,1,3, spec_prior
3627,1,5,2,3,3,1,1,2, not_recom
3628,1,5,2,3,3,1,2,1, spec_prior
3629,1,5,2,3,3,1,2,3, spec_prior
3630,1,5,2,3,3,1,2,2, not_recom
3631,1,5,2,3,3,1,3,1, spec_prior
3632,1,5,2,3,3,1,3,3, spec_prior
3633,1,5,2,3,3,1,3,2, not_recom
3634,1,5,2,3,3,2,1,1, spec_prior
3635,1,5,2,3,3,2,1,3, spec_prior
3636,1,5,2,3,3,2,1,2, not_recom
3637,1,5,2,3,3,2,2,1, spec_prior
3638,1,5,2,3,3,2,2,3, spec_prior
3639,1,5,2,3,3,2,2,2, not_recom
3640,1,5,2,3,3,2,3,1, spec_prior
3641,1,5,2,3,3,2,3,3, spec_prior
3642,1921,5,2,3,3,2,3,2, not_recom
3643,1,5,2,10,1,1,1,1, priority
3644,1,5,2,10,1,1,1,3, spec_prior
3645,3,2,5,10,1,1,1,3, priority
3646,1,5,2,10,1,1,2,1, priority
3647,1,5,2,10,1,1,2,3, spec_prior
3648,1,5,2,10,1,1,2,2, not_recom
3649,1,5,2,10,1,1,3,1, spec_prior
3650,1,5,2,10,1,1,3,3, spec_prior
3651,1,5,2,10,1,1,3,2, not_recom
3652,1,5,2,10,1,2,1,1, spec_prior
3653,1,5,2,10,1,2,1,3, spec_prior
3654,1,5,2,10,1,2,1,2, not_recom
3655,1,5,2,10,1,2,2,1, spec_prior
