,Cap-shape, Cap-surface, Cap-color, Bruises, Odor, Gill-attachment, Gill-spacing, Gill-size, Gill-color, Stalk-shape, Stalk-root, Stalk-surface-above-ring, Stalk-surface-below-ring, Stalk-color-above-ring, Stalk-color-below-ring, Veil-type, Veil-color, Ring-number, Ring-type, Spore-print-color, Population, Habitat,Class
1281,0,0,3,0,3,0,1,1,1,1,0.0,2,2,0,0,1,0,2,1,1,2,1,e
1282,0,2,2,0,3,0,1,1,1,1,0.0,2,0,0,0,1,0,2,1,0,0,1,e
1283,0,0,0,0,3,0,1,1,1,1,0.0,0,2,0,0,1,0,2,1,1,0,1,e
1284,0,2,0,0,3,0,1,1,1,1,0.0,0,2,0,0,1,0,2,1,0,2,1,e
1285,3,2,3,0,3,0,1,1,3,1,0.0,0,0,0,0,1,0,2,1,0,2,1,e
1286,0,1,0,1,0,0,0,0,1,0,0.0,2,2,0,0,1,0,2,0,0,0,0,p
1287,-1,0,5,3,-5,-4,2,3,-1,-6,-2.0,-1,3,-2,-2,-1,-1,0,1,-3,-1,1,e
1288,0,2,0,1,3,0,0,1,10,1,2.0,2,2,0,1,1,0,2,0,0,4,3,e
1289,3,0,2,0,3,0,1,1,1,1,0.0,2,0,0,0,1,0,2,1,0,2,1,e
1290,0,2,0,1,3,0,0,1,1,1,2.0,2,2,1,1,1,0,2,0,0,3,3,e
1291,0,2,3,0,3,0,1,1,10,1,0.0,0,2,0,0,1,0,2,1,1,2,1,e
1292,0,2,2,0,3,0,1,1,1,1,0.0,2,0,0,0,1,0,2,1,0,2,1,e
1293,3,0,2,1,0,0,0,0,0,0,0.0,2,2,0,0,1,0,2,0,1,3,1,p
1294,3,0,2,1,0,0,0,0,10,0,0.0,2,2,0,0,1,0,2,0,0,3,1,p
1295,0,0,3,0,3,0,1,1,0,1,0.0,0,2,0,0,1,0,2,1,1,2,1,e
1296,0,2,0,1,3,0,0,1,4,1,2.0,2,2,1,2,1,0,2,0,1,3,3,e
1297,0,0,3,0,3,0,1,1,0,1,0.0,2,0,0,0,1,0,2,1,0,0,1,e
1298,-2,-4,1,-2,0,2,1,1,-2,0,-3.0,-4,-1,5,1,4,3,-1,5,5,0,1,e
1299,3,0,2,0,3,0,1,1,1,1,0.0,2,2,0,0,1,0,2,1,1,2,1,e
1300,0,0,2,0,3,0,1,1,10,1,0.0,2,2,0,0,1,0,2,1,1,2,1,e
1301,0,2,3,0,3,0,1,1,0,1,0.0,0,2,0,0,1,0,2,1,0,2,1,e
1302,3,0,2,0,3,0,1,1,3,1,0.0,2,0,0,0,1,0,2,1,1,0,1,e
1303,0,2,0,1,3,0,0,1,1,1,2.0,2,2,0,0,1,0,2,0,1,4,3,e
1304,3,0,3,0,3,0,1,1,0,1,0.0,2,0,0,0,1,0,2,1,1,2,1,e
1305,3,0,3,0,3,0,1,1,3,1,0.0,2,2,0,0,1,0,2,1,1,0,1,e
1306,3,2,0,0,3,0,1,1,10,1,0.0,0,2,0,0,1,0,2,1,1,0,1,e
1307,3,0,2,0,3,0,1,1,0,1,0.0,2,0,0,0,1,0,2,1,1,0,1,e
1308,3,0,2,0,3,0,1,1,3,1,0.0,2,2,0,0,1,0,2,1,1,2,1,e
1309,3,-2,-3,4,0,5,-3,-2,-2,0,-2.0,-2,0,-2,3,2,-6,2,2,2,-1,4,e
1310,3,2,2,0,3,0,1,1,1,1,0.0,0,0,0,0,1,0,2,1,1,0,1,e
1311,3,0,0,0,3,0,1,1,10,1,0.0,2,0,0,0,1,0,2,1,1,2,1,e
1312,3,0,2,1,0,0,0,0,0,0,0.0,2,2,0,0,1,0,2,0,1,0,1,p
1313,0,2,3,0,3,0,1,1,1,1,0.0,0,2,0,0,1,0,2,1,1,2,1,e
1314,1,1,1,1,2,0,0,1,0,0,1.0,2,2,0,0,1,0,2,0,0,1,1,e
1315,3,2,0,0,3,0,1,1,0,1,0.0,0,0,0,0,1,0,2,1,1,0,1,e
1316,3,0,3,0,3,0,1,1,0,1,0.0,2,2,0,0,1,0,2,1,1,0,1,e
1317,0,2,0,1,3,0,0,1,1,1,2.0,2,2,0,1,1,0,2,0,0,4,3,e
1318,1,0,1,1,2,0,0,1,1,0,1.0,2,2,0,0,1,0,2,0,0,0,2,e
1319,0,0,2,0,3,0,1,1,10,1,0.0,2,2,0,0,1,0,2,1,0,0,1,e
1320,4,-5,-1,-3,-1,3,4,1,2,1,3.0,2,1,4,-1,2,1,-1,-1,-2,-7,2,e
1321,0,0,2,1,0,0,0,0,1,0,0.0,2,2,0,0,1,0,2,0,1,0,1,p
1322,3,2,2,0,3,0,1,1,1,1,0.0,0,2,0,0,1,0,2,1,0,0,1,e
1323,3,1,2,1,0,0,0,0,0,0,0.0,2,2,0,0,1,0,2,0,1,0,0,p
1324,0,0,0,0,3,0,1,1,0,1,0.0,0,2,0,0,1,0,2,1,1,2,1,e
1325,3,0,0,0,3,0,1,1,1,1,0.0,2,0,0,0,1,0,2,1,0,2,1,e
1326,1,0,1,1,2,0,0,1,9,0,1.0,2,2,0,0,1,0,2,0,0,1,1,e
1327,3,0,3,0,3,0,1,1,0,1,0.0,0,0,0,0,1,0,2,1,1,2,1,e
1328,0,0,3,0,3,0,1,1,0,1,0.0,2,0,0,0,1,0,2,1,1,2,1,e
1329,3,2,3,0,3,0,1,1,0,1,0.0,0,0,0,0,1,0,2,1,0,0,1,e
1330,0,2,3,0,3,0,1,1,0,1,0.0,2,2,0,0,1,0,2,1,0,0,1,e
1331,1,4,1,0,-3,1,4,5,4,5,-2.0,-4,2,0,-1,-3,2,1,-1,1,3,-5,e
1332,3,0,0,1,0,0,0,0,0,0,0.0,2,2,0,0,1,0,2,0,0,3,1,p
1333,3,2,3,0,3,0,1,1,10,1,0.0,2,0,0,0,1,0,2,1,1,2,1,e
1334,3,0,2,0,3,0,1,1,3,1,0.0,2,2,0,0,1,0,2,1,0,2,1,e
1335,0,2,0,1,3,0,0,1,1,1,2.0,2,2,2,1,1,0,2,0,0,4,3,e
1336,0,0,0,0,3,0,1,1,10,1,0.0,2,0,0,0,1,0,2,1,1,2,1,e
1337,0,2,4,1,3,0,0,1,4,1,2.0,2,2,0,2,1,0,2,0,1,4,3,e
1338,0,1,1,1,1,0,0,1,1,0,1.0,2,2,0,0,1,0,2,0,1,1,1,e
1339,3,2,2,0,3,0,1,1,0,1,0.0,0,2,0,0,1,0,2,1,0,0,1,e
1340,0,0,2,0,3,0,1,1,1,1,0.0,2,0,0,0,1,0,2,1,0,2,1,e
1341,3,2,0,0,3,0,1,1,3,1,0.0,0,2,0,0,1,0,2,1,1,2,1,e
1342,0,5,-3,1,-1,4,2,-7,-1,5,-6.0,-2,-2,4,2,1,1,3,3,2,0,1,p
1343,3,2,3,1,3,0,0,1,1,1,2.0,2,2,0,1,1,0,2,0,1,4,3,e
1344,3,0,2,0,3,0,1,1,1,1,0.0,2,2,0,0,1,0,2,1,1,0,1,e
1345,3,2,2,0,3,0,1,1,3,1,0.0,2,0,0,0,1,0,2,1,0,2,1,e
1346,3,1,0,1,0,0,0,0,0,0,0.0,2,2,0,0,1,0,2,0,1,3,1,p
1347,0,0,2,0,3,0,1,1,10,1,0.0,0,0,0,0,1,0,2,1,0,0,1,e
1348,0,2,0,1,3,0,0,1,10,1,2.0,2,2,1,0,1,0,2,0,1,4,3,e
1349,0,1,3,1,3,0,0,1,4,1,2.0,2,2,0,2,1,0,2,0,1,3,3,e
1350,0,1,3,1,3,0,0,1,10,1,2.0,2,2,0,1,1,0,2,0,1,3,3,e
1351,3,0,0,0,3,0,1,1,0,1,0.0,0,0,0,0,1,0,2,1,1,0,1,e
1352,3,0,2,0,3,0,1,1,3,1,0.0,0,0,0,0,1,0,2,1,1,0,1,e
1353,1,1,4,-3,0,-5,-2,4,1,-4,4.0,1,-6,0,2,-5,-3,-5,2,2,0,4,e
1354,0,0,0,0,3,0,1,1,10,1,0.0,0,0,0,0,1,0,2,1,0,2,1,e
1355,3,2,2,0,3,0,1,1,3,1,0.0,0,0,0,0,1,0,2,1,0,2,1,e
1356,0,2,0,0,3,0,1,1,1,1,0.0,0,0,0,0,1,0,2,1,0,0,1,e
1357,3,2,2,0,3,0,1,1,10,1,0.0,2,2,0,0,1,0,2,1,0,2,1,e
1358,3,2,0,0,3,0,1,1,1,1,0.0,0,2,0,0,1,0,2,1,1,2,1,e
1359,3,0,2,0,3,0,1,1,1,1,0.0,0,2,0,0,1,0,2,1,0,0,1,e
1360,3,2,0,0,3,0,1,1,10,1,0.0,0,2,0,0,1,0,2,1,1,2,1,e
1361,3,1,0,1,0,0,0,0,2,0,0.0,2,2,0,0,1,0,2,0,0,3,0,p
1362,3,2,2,0,3,0,1,1,0,1,0.0,2,2,0,0,1,0,2,1,0,2,1,e
1363,3,0,2,0,3,0,1,1,10,1,0.0,2,0,0,0,1,0,2,1,1,0,1,e
1364,-3,-1,2,-3,-1,-2,-2,0,2,-1,-1.0,2,-6,2,0,-2,-5,-3,4,-7,-1,-6,e
1365,3,2,2,0,3,0,1,1,10,1,0.0,0,0,0,0,1,0,2,1,1,0,1,e
1366,0,2,3,0,3,0,1,1,1,1,0.0,2,0,0,0,1,0,2,1,0,2,1,e
1367,3,0,0,0,3,0,1,1,10,1,0.0,2,2,0,0,1,0,2,1,1,2,1,e
1368,0,2,3,1,3,0,0,1,1,1,2.0,2,2,1,1,1,0,2,0,0,3,3,e
1369,3,2,2,0,3,0,1,1,1,1,0.0,0,2,0,0,1,0,2,1,1,2,1,e
1370,3,2,0,0,3,0,1,1,10,1,0.0,0,0,0,0,1,0,2,1,0,0,1,e
1371,0,0,0,0,3,0,1,1,10,1,0.0,2,2,0,0,1,0,2,1,0,0,1,e
1372,0,2,2,0,3,0,1,1,3,1,0.0,2,0,0,0,1,0,2,1,0,0,1,e
1373,1,0,1,1,2,0,0,1,9,0,1.0,2,2,0,0,1,0,2,0,0,0,1,e
1374,0,1,0,1,0,0,0,0,10,0,0.0,2,2,0,0,1,0,2,0,0,0,1,p
1375,0,1,1,3,4,-3,-1,-4,1,-1,4.0,-1,4,-2,-4,-2,-2,2,-2,2,-5,1,p
1376,3,2,2,0,3,0,1,1,0,1,0.0,2,0,0,0,1,0,2,1,0,0,1,e
1377,3,2,0,0,3,0,1,1,0,1,0.0,2,2,0,0,1,0,2,1,0,0,1,e
1378,3,1,0,1,0,0,0,0,0,0,0.0,2,2,0,0,1,0,2,0,0,0,1,p
1379,3,2,0,0,3,0,1,1,10,1,0.0,2,0,0,0,1,0,2,1,0,0,1,e
1380,0,0,2,1,0,0,0,0,1,0,0.0,2,2,0,0,1,0,2,0,1,3,0,p
1381,3,0,0,0,3,0,1,1,0,1,0.0,2,2,0,0,1,0,2,1,1,2,1,e
1382,3,1,2,1,0,0,0,0,1,0,0.0,2,2,0,0,1,0,2,0,1,3,0,p
1383,3,0,0,0,3,0,1,1,1,1,0.0,0,2,0,0,1,0,2,1,0,2,1,e
1384,3,0,3,0,3,0,1,1,3,1,0.0,0,0,0,0,1,0,2,1,0,2,1,e
1385,0,2,3,0,3,0,1,1,3,1,0.0,2,0,0,0,1,0,2,1,0,2,1,e
1386,2,1,-6,1,-3,-3,-1,-2,-2,-1,-2.0,5,-1,-2,-2,4,4,2,0,5,-5,2,e
1387,0,2,3,1,3,0,0,1,2,1,2.0,2,2,0,2,1,0,2,0,1,3,3,e
1388,0,2,0,1,3,0,0,1,10,1,2.0,2,2,1,2,1,0,2,0,0,3,3,e
1389,0,2,0,0,3,0,1,1,0,1,0.0,2,0,0,0,1,0,2,1,1,0,1,e
1390,0,2,3,1,3,0,0,1,2,1,2.0,2,2,1,0,1,0,2,0,0,4,3,e
1391,0,0,2,0,3,0,1,1,3,1,0.0,2,2,0,0,1,0,2,1,1,0,1,e
1392,3,0,2,0,3,0,1,1,3,1,0.0,0,0,0,0,1,0,2,1,0,2,1,e
1393,0,0,2,0,3,0,1,1,10,1,0.0,0,2,0,0,1,0,2,1,0,0,1,e
1394,3,2,3,0,3,0,1,1,0,1,0.0,2,0,0,0,1,0,2,1,0,0,1,e
1395,0,2,0,1,3,0,0,1,10,1,2.0,2,2,0,2,1,0,2,0,1,4,3,e
1396,0,0,2,0,3,0,1,1,0,1,0.0,2,0,0,0,1,0,2,1,1,0,1,e
1397,3,1,3,-1,1,1,1,2,1,-5,2.0,-3,1,-3,0,-2,1,-6,3,-4,2,2,e
1398,3,0,3,0,3,0,1,1,10,1,0.0,2,0,0,0,1,0,2,1,1,0,1,e
1399,3,1,2,1,0,0,0,0,0,0,0.0,2,2,0,0,1,0,2,0,1,0,1,p
1400,3,0,0,0,3,0,1,1,0,1,0.0,2,0,0,0,1,0,2,1,0,0,1,e
1401,3,1,1,1,1,0,0,1,10,0,3.0,2,3,0,0,1,0,2,0,1,4,1,e
1402,0,2,3,1,3,0,0,1,1,1,2.0,2,2,1,2,1,0,2,0,0,4,3,e
1403,3,0,3,0,3,0,1,1,1,1,0.0,2,2,0,0,1,0,2,1,1,2,1,e
1404,0,0,3,0,3,0,1,1,3,1,0.0,0,2,0,0,1,0,2,1,1,2,1,e
1405,3,1,2,1,0,0,0,0,10,0,0.0,2,2,0,0,1,0,2,0,1,0,0,p
1406,0,0,2,0,3,0,1,1,3,1,0.0,0,0,0,0,1,0,2,1,0,2,1,e
1407,0,0,2,0,3,0,1,1,10,1,0.0,2,2,0,0,1,0,2,1,0,2,1,e
1408,1,3,2,-5,2,-1,0,2,1,-1,0.0,4,-4,-1,-1,-2,3,-4,4,5,-4,1,e
1409,3,0,0,0,3,0,1,1,1,1,0.0,2,2,0,0,1,0,2,1,1,0,1,e
1410,0,2,0,0,3,0,1,1,0,1,0.0,0,0,0,0,1,0,2,1,0,0,1,e
1411,3,0,0,0,3,0,1,1,10,1,0.0,2,0,0,0,1,0,2,1,0,0,1,e
1412,3,0,0,0,3,0,1,1,1,1,0.0,0,0,0,0,1,0,2,1,1,2,1,e
1413,0,2,2,0,3,0,1,1,1,1,0.0,2,0,0,0,1,0,2,1,1,2,1,e
1414,3,2,2,0,3,0,1,1,0,1,0.0,0,2,0,0,1,0,2,1,1,2,1,e
1415,3,2,0,0,3,0,1,1,3,1,0.0,2,0,0,0,1,0,2,1,0,2,1,e
1416,0,1,2,1,2,0,0,1,9,0,1.0,2,2,0,0,1,0,2,0,1,0,2,e
1417,0,0,0,0,3,0,1,1,1,1,0.0,0,2,0,0,1,0,2,1,0,2,1,e
1418,0,0,3,0,3,0,1,1,3,1,0.0,0,0,0,0,1,0,2,1,1,0,1,e
1419,-3,-1,3,3,0,-2,-2,2,0,2,2.0,1,4,-1,-4,0,-4,2,4,-3,-1,3,e
1420,0,0,2,1,0,0,0,0,2,0,0.0,2,2,0,0,1,0,2,0,1,0,0,p
1421,0,0,2,0,3,0,1,1,10,1,0.0,2,0,0,0,1,0,2,1,0,0,1,e
1422,0,2,0,1,3,0,0,1,1,1,2.0,2,2,1,2,1,0,2,0,1,3,3,e
1423,3,2,3,0,3,0,1,1,1,1,0.0,2,2,0,0,1,0,2,1,1,0,1,e
1424,0,0,3,0,3,0,1,1,1,1,0.0,2,0,0,0,1,0,2,1,0,2,1,e
1425,3,2,0,0,3,0,1,1,1,1,0.0,2,2,0,0,1,0,2,1,1,2,1,e
1426,3,0,0,0,3,0,1,1,10,1,0.0,2,2,0,0,1,0,2,1,1,0,1,e
1427,0,0,3,0,3,0,1,1,3,1,0.0,0,0,0,0,1,0,2,1,0,0,1,e
1428,3,1,0,1,2,0,0,1,1,0,3.0,2,3,0,0,1,0,2,0,0,0,4,e
1429,3,1,0,1,0,0,0,0,10,0,0.0,2,2,0,0,1,0,2,0,0,3,0,p
1430,-4,1,4,3,0,-3,-1,0,2,3,1.0,1,1,4,-2,3,-3,0,-2,-4,0,1,e
1431,0,2,0,1,3,0,0,1,10,1,2.0,2,2,0,0,1,0,2,0,0,3,3,e
1432,3,1,2,1,0,0,0,0,2,0,0.0,2,2,0,0,1,0,2,0,0,0,1,p
1433,0,0,2,1,0,0,0,0,10,0,0.0,2,2,0,0,1,0,2,0,0,0,0,p
1434,3,0,0,1,0,0,0,0,10,0,0.0,2,2,0,0,1,0,2,0,1,0,0,p
1435,0,2,0,1,3,0,0,1,4,1,2.0,2,2,1,2,1,0,2,0,0,4,3,e
1436,1,1,2,1,2,0,0,1,9,0,1.0,2,2,0,0,1,0,2,0,0,1,2,e
1437,3,1,2,1,0,0,0,0,0,0,0.0,2,2,0,0,1,0,2,0,0,0,1,p
1438,3,2,2,0,3,0,1,1,10,1,0.0,2,0,0,0,1,0,2,1,0,2,1,e
1439,0,0,2,0,3,0,1,1,1,1,0.0,0,2,0,0,1,0,2,1,1,0,1,e
1440,0,2,0,1,3,0,0,1,1,1,2.0,2,2,1,2,1,0,2,0,0,4,3,e
1441,1,-4,0,-1,-3,-3,2,0,1,0,0.0,-4,3,5,1,-1,-3,-3,-1,-1,-1,-2,e
1442,3,2,0,0,3,0,1,1,10,1,0.0,2,2,0,0,1,0,2,1,0,0,1,e
1443,3,2,0,0,3,0,1,1,1,1,0.0,0,0,0,0,1,0,2,1,1,0,1,e
1444,3,1,0,1,0,0,0,0,10,0,0.0,2,2,0,0,1,0,2,0,1,0,0,p
1445,3,1,2,1,0,0,0,0,2,0,0.0,2,2,0,0,1,0,2,0,0,3,1,p
1446,0,0,0,0,3,0,1,1,10,1,0.0,2,0,0,0,1,0,2,1,0,0,1,e
1447,3,2,3,0,3,0,1,1,10,1,0.0,0,0,0,0,1,0,2,1,1,0,1,e
1448,0,2,0,1,3,0,0,1,1,1,2.0,2,2,2,1,1,0,2,0,0,3,3,e
1449,3,0,3,0,3,0,1,1,0,1,0.0,0,2,0,0,1,0,2,1,1,0,1,e
1450,3,2,0,0,3,0,1,1,3,1,0.0,0,2,0,0,1,0,2,1,0,2,1,e
1451,3,0,0,1,0,0,0,0,0,0,0.0,2,2,0,0,1,0,2,0,1,3,0,p
1452,4,-1,1,-1,-1,-2,2,2,3,-3,5.0,-3,0,0,5,2,2,-4,0,5,-6,-1,e
1453,3,1,0,1,0,0,0,0,10,0,0.0,2,2,0,0,1,0,2,0,1,3,1,p
1454,0,0,3,0,3,0,1,1,1,1,0.0,0,0,0,0,1,0,2,1,0,2,1,e
1455,3,2,2,0,3,0,1,1,10,1,0.0,0,0,0,0,1,0,2,1,0,0,1,e
1456,0,0,2,0,3,0,1,1,1,1,0.0,2,2,0,0,1,0,2,1,1,2,1,e
1457,0,2,0,1,3,0,0,1,1,1,2.0,2,2,2,2,1,0,2,0,1,4,3,e
1458,0,0,0,0,3,0,1,1,3,1,0.0,0,2,0,0,1,0,2,1,1,0,1,e
1459,3,0,2,1,0,0,0,0,0,0,0.0,2,2,0,0,1,0,2,0,1,0,0,p
1460,0,2,0,1,3,0,0,1,10,1,2.0,2,2,0,1,1,0,2,0,1,3,3,e
1461,0,0,2,0,3,0,1,1,1,1,0.0,0,0,0,0,1,0,2,1,0,0,1,e
1462,3,0,2,0,3,0,1,1,0,1,0.0,0,2,0,0,1,0,2,1,0,0,1,e
1463,-5,-1,2,-1,0,-1,2,4,1,0,3.0,2,-3,1,-2,2,-2,-4,0,3,-3,-3,e
1464,0,2,0,0,3,0,1,1,10,1,0.0,0,0,0,0,1,0,2,1,1,0,1,e
1465,0,1,3,1,3,0,0,1,10,1,2.0,2,2,1,0,1,0,2,0,0,3,3,e
1466,0,2,0,1,3,0,0,1,1,1,2.0,2,2,1,1,1,0,2,0,1,4,3,e
1467,0,0,1,1,1,0,1,0,10,1,2.0,2,2,0,0,1,0,2,0,4,3,3,e
1468,3,2,3,0,3,0,1,1,3,1,0.0,2,2,0,0,1,0,2,1,0,2,1,e
1469,0,0,0,0,3,0,1,1,1,1,0.0,2,2,0,0,1,0,2,1,0,0,1,e
1470,0,1,4,1,3,0,0,1,4,1,2.0,2,2,1,0,1,0,2,0,1,4,3,e
1471,3,0,3,0,3,0,1,1,10,1,0.0,0,0,0,0,1,0,2,1,0,2,1,e
1472,3,0,2,1,0,0,0,0,1,0,0.0,2,2,0,0,1,0,2,0,0,3,0,p
1473,3,2,2,0,3,0,1,1,10,1,0.0,2,0,0,0,1,0,2,1,1,0,1,e
1474,-3,1,1,-1,3,-2,1,-1,-6,-1,-1.0,-5,-2,4,1,-1,1,-1,2,2,-1,4,e
1475,3,2,0,0,3,0,1,1,0,1,0.0,2,0,0,0,1,0,2,1,1,0,1,e
1476,3,0,0,0,3,0,1,1,10,1,0.0,0,0,0,0,1,0,2,1,0,2,1,e
1477,0,2,2,0,3,0,1,1,0,1,0.0,0,0,0,0,1,0,2,1,1,2,1,e
1478,3,1,2,1,0,0,0,0,10,0,0.0,2,2,0,0,1,0,2,0,0,0,1,p
1479,0,2,2,0,3,0,1,1,0,1,0.0,0,2,0,0,1,0,2,1,1,0,1,e
1480,3,0,0,0,3,0,1,1,0,1,0.0,0,0,0,0,1,0,2,1,1,2,1,e
1481,0,0,0,0,3,0,1,1,1,1,0.0,0,2,0,0,1,0,2,1,0,0,1,e
1482,0,2,3,0,3,0,1,1,10,1,0.0,2,2,0,0,1,0,2,1,0,0,1,e
1483,0,0,0,0,3,0,1,1,0,1,0.0,2,2,0,0,1,0,2,1,0,2,1,e
1484,3,1,1,1,2,0,0,1,1,0,3.0,2,3,0,0,1,0,2,0,0,4,1,e
1485,1,0,1,1,-1,-1,-3,3,-4,-2,4.0,1,2,2,4,-6,4,-1,4,-2,0,-3,p
1486,0,2,2,0,3,0,1,1,10,1,0.0,2,0,0,0,1,0,2,1,0,2,1,e
1487,3,0,2,0,3,0,1,1,0,1,0.0,0,0,0,0,1,0,2,1,0,0,1,e
1488,0,0,0,0,3,0,1,1,3,1,0.0,2,0,0,0,1,0,2,1,1,0,1,e
1489,3,1,0,1,0,0,0,0,10,0,0.0,2,2,0,0,1,0,2,0,1,0,1,p
1490,3,2,3,0,3,0,1,1,10,1,0.0,0,2,0,0,1,0,2,1,0,0,1,e
1491,3,0,2,1,0,0,0,0,10,0,0.0,2,2,0,0,1,0,2,0,1,0,0,p
1492,3,0,0,0,3,0,1,1,1,1,0.0,0,2,0,0,1,0,2,1,0,0,1,e
1493,0,0,3,0,3,0,1,1,10,1,0.0,0,2,0,0,1,0,2,1,0,0,1,e
1494,0,2,3,0,3,0,1,1,1,1,0.0,2,2,0,0,1,0,2,1,0,2,1,e
1495,3,2,0,0,3,0,1,1,1,1,0.0,2,2,0,0,1,0,2,1,0,0,1,e
1496,4,4,3,-1,3,0,-2,-2,5,-1,4.0,4,4,-1,-2,-3,-1,4,1,2,0,-2,e
1497,0,0,2,0,3,0,1,1,10,1,0.0,2,0,0,0,1,0,2,1,1,0,1,e
1498,0,2,0,0,3,0,1,1,0,1,0.0,2,0,0,0,1,0,2,1,0,2,1,e
1499,0,2,3,0,3,0,1,1,10,1,0.0,2,0,0,0,1,0,2,1,0,0,1,e
1500,3,2,0,0,3,0,1,1,10,1,0.0,2,2,0,0,1,0,2,1,1,2,1,e
1501,1,1,1,1,1,0,0,1,1,0,1.0,2,2,0,0,1,0,2,0,0,1,2,e
1502,3,2,3,0,3,0,1,1,0,1,0.0,2,0,0,0,1,0,2,1,1,0,1,e
1503,0,2,3,0,3,0,1,1,3,1,0.0,2,2,0,0,1,0,2,1,0,2,1,e
1504,3,2,2,0,3,0,1,1,1,1,0.0,0,0,0,0,1,0,2,1,1,2,1,e
1505,0,2,0,1,3,0,0,1,10,1,2.0,2,2,2,2,1,0,2,0,1,4,3,e
1506,3,0,0,1,0,0,0,0,2,0,0.0,2,2,0,0,1,0,2,0,0,0,0,p
1507,-2,0,2,2,-3,0,1,2,4,-3,2.0,2,-2,-3,2,3,-3,1,-6,0,2,-2,e
1508,0,2,0,0,3,0,1,1,3,1,0.0,0,0,0,0,1,0,2,1,1,2,1,e
1509,0,2,0,1,3,0,0,1,10,1,2.0,2,2,0,2,1,0,2,0,0,4,3,e
1510,0,2,2,0,3,0,1,1,1,1,0.0,0,2,0,0,1,0,2,1,1,2,1,e
1511,3,0,3,0,3,0,1,1,0,1,0.0,2,2,0,0,1,0,2,1,0,0,1,e
1512,3,0,0,0,3,0,1,1,3,1,0.0,2,2,0,0,1,0,2,1,0,2,1,e
1513,0,1,1,1,1,0,0,1,9,0,1.0,2,2,0,0,1,0,2,0,0,0,2,e
1514,0,2,2,1,1,0,1,0,10,1,2.0,2,2,0,0,1,0,2,0,4,3,3,e
1515,3,2,3,0,3,0,1,1,1,1,0.0,0,0,0,0,1,0,2,1,1,2,1,e
1516,3,2,0,0,3,0,1,1,3,1,0.0,2,0,0,0,1,0,2,1,1,2,1,e
1517,3,2,0,0,3,0,1,1,1,1,0.0,2,0,0,0,1,0,2,1,1,0,1,e
1518,-5,3,0,-3,5,3,0,0,1,2,0.0,0,-1,0,3,-5,0,1,1,0,-3,-1,e
1519,0,2,0,0,3,0,1,1,3,1,0.0,0,0,0,0,1,0,2,1,0,0,1,e
1520,0,1,2,1,2,0,0,1,1,0,1.0,2,2,0,0,1,0,2,0,1,0,1,e
1521,3,0,2,0,3,0,1,1,1,1,0.0,2,0,0,0,1,0,2,1,0,0,1,e
1522,0,0,2,0,3,0,1,1,0,1,0.0,2,2,0,0,1,0,2,1,1,2,1,e
1523,0,2,0,0,3,0,1,1,1,1,0.0,0,0,0,0,1,0,2,1,1,0,1,e
1524,0,0,0,0,3,0,1,1,1,1,0.0,2,0,0,0,1,0,2,1,1,2,1,e
1525,0,0,0,0,3,0,1,1,1,1,0.0,0,0,0,0,1,0,2,1,1,0,1,e
1526,0,1,0,1,3,0,0,1,2,1,2.0,2,2,0,0,1,0,2,0,1,4,3,e
1527,3,0,3,0,3,0,1,1,1,1,0.0,0,0,0,0,1,0,2,1,0,0,1,e
1528,0,1,1,1,1,0,0,1,9,0,1.0,2,2,0,0,1,0,2,0,0,1,2,e
1529,2,1,0,-2,0,2,-3,-1,2,0,-1.0,-2,-3,-4,-1,4,5,-2,3,-5,-2,-2,e
1530,3,1,2,1,0,0,0,0,1,0,0.0,2,2,0,0,1,0,2,0,0,0,0,p
1531,3,0,2,0,3,0,1,1,3,1,0.0,2,2,0,0,1,0,2,1,1,0,1,e
1532,3,0,2,1,0,0,0,0,1,0,0.0,2,2,0,0,1,0,2,0,1,0,0,p
1533,3,0,3,0,3,0,1,1,3,1,0.0,2,2,0,0,1,0,2,1,0,0,1,e
1534,3,2,3,0,3,0,1,1,0,1,0.0,0,0,0,0,1,0,2,1,1,0,1,e
1535,0,0,2,1,0,0,0,0,10,0,0.0,2,2,0,0,1,0,2,0,1,0,1,p
1536,0,0,3,0,3,0,1,1,10,1,0.0,0,0,0,0,1,0,2,1,0,2,1,e
1537,0,0,2,1,0,0,0,0,10,0,0.0,2,2,0,0,1,0,2,0,1,0,0,p
1538,0,0,3,0,3,0,1,1,10,1,0.0,0,0,0,0,1,0,2,1,1,0,1,e
1539,3,0,2,0,3,0,1,1,10,1,0.0,2,2,0,0,1,0,2,1,0,0,1,e
1540,-3,4,0,-5,-1,-5,3,-1,-1,1,3.0,3,-1,1,1,-6,1,-6,1,0,-2,0,p
1541,0,2,2,0,3,0,1,1,1,1,0.0,2,2,0,0,1,0,2,1,0,2,1,e
1542,0,0,0,0,3,0,1,1,3,1,0.0,2,2,0,0,1,0,2,1,0,2,1,e
1543,0,2,2,0,3,0,1,1,10,1,0.0,0,0,0,0,1,0,2,1,1,0,1,e
1544,0,2,2,0,3,0,1,1,10,1,0.0,0,2,0,0,1,0,2,1,0,2,1,e
1545,0,1,4,1,3,0,0,1,4,1,2.0,2,2,1,1,1,0,2,0,0,4,3,e
1546,3,0,0,1,0,0,0,0,0,0,0.0,2,2,0,0,1,0,2,0,0,0,0,p
